175	121	3	136
176	127	10	210
179	127	11	188
179	124	3	51
175	124	12	223
173	123	11	245
175	125	4	180
177	128	6	230
176	121	14	193
179	123	8	213
173	122	13	208
171	121	15	10
173	120	14	123
171	122	7	210
172	123	14	110
174	122	13	144
171	124	8	78
174	121	14	24
177	123	10	236
179	125	7	55
179	123	9	132
174	122	10	101
178	121	6	57
171	127	5	85
179	123	4	181
176	127	12	6
174	123	12	94
172	124	6	134
173	122	8	41
175	122	15	145
175	127	7	222
172	121	7	217
174	126	3	33
178	127	9	27
177	120	8	19
179	126	6	173
176	122	6	143
174	121	3	141
176	126	14	173
172	126	10	244
175	127	10	21
179	124	9	121
175	120	11	75
178	121	14	147
175	127	7	163
179	125	4	113
173	128	6	36
177	127	7	251
175	128	15	254
171	123	13	222
171	125	14	31
179	124	13	241
173	124	10	47
175	127	5	22
172	128	10	54
173	122	13	157
177	125	10	3
172	125	3	8
173	120	6	49
178	125	6	89
171	120	11	195
171	125	6	217
178	125	15	233
175	125	11	29
174	125	10	94
177	120	4	21
172	124	6	26
172	120	13	160
178	121	8	160
172	120	5	220
174	122	11	236
176	123	6	169
178	126	5	109
178	126	6	244
178	124	8	19
174	127	3	142
174	121	8	247
174	125	5	239
179	127	9	157
176	125	12	255
173	125	7	168
172	122	13	7
172	124	9	158
172	123	7	39
171	126	10	79
179	123	8	31
178	126	3	30
177	127	4	99
171	125	6	51
178	126	15	234
179	120	7	67
173	121	12	151
177	120	7	94
171	124	14	202
171	121	8	69
177	120	5	236
178	120	4	11
177	120	10	62
176	120	6	202
178	127	10	117
179	124	15	224
176	121	15	142
177	125	6	48
171	128	6	5
177	127	12	239
176	120	7	83
176	127	14	167
177	127	5	205
174	128	5	92
171	125	3	45
179	124	12	79
176	123	11	8
176	125	12	133
174	128	13	143
178	124	15	59
172	126	8	20
177	124	9	239
176	126	15	174
178	122	14	229
176	122	12	9
171	122	4	69
174	121	6	11
178	126	8	216
175	120	3	151
174	125	15	149
176	128	12	81
173	125	8	244
178	123	8	68
173	128	9	133
176	125	3	77
176	125	10	236
179	120	15	237
172	127	10	221
171	127	13	157
171	120	13	244
178	125	13	111
171	128	15	23
172	121	7	107
173	120	8	211
177	127	3	21
178	126	15	145
174	125	15	62
172	123	8	196
177	125	7	31
177	123	4	88
177	123	12	165
172	123	12	161
178	123	6	141
176	120	9	153
174	123	3	41
173	123	11	186
176	124	9	150
174	127	8	238
176	128	13	126
178	123	4	48
174	123	6	228
174	124	14	211
179	123	7	121
173	125	13	167
171	121	9	215
178	123	6	232
178	125	5	231
174	124	4	86
176	123	13	146
178	121	10	87
174	124	15	9
177	121	3	125
175	124	6	134
176	121	11	71
171	123	4	70
173	121	12	87
177	126	14	106
172	122	9	63
171	128	12	16
175	128	5	168
174	123	12	61
172	127	13	20
176	128	3	43
173	120	7	86
177	122	4	77
178	122	10	88
179	125	15	230
171	123	12	95
171	126	7	63
176	124	4	92
171	120	5	228
178	127	11	105
172	125	9	231
171	124	14	184
178	124	14	141
177	127	5	172
176	128	9	142
175	123	12	81
179	120	4	34
174	123	5	174
173	128	15	35
179	125	8	146
179	123	14	233
174	120	10	239
172	120	7	217
178	123	13	12
179	125	7	81
171	121	12	223
177	120	12	79
172	122	9	77
171	125	14	146
179	124	13	4
179	124	8	117
175	128	13	8
171	122	11	91
173	120	4	215
176	121	12	93
173	124	15	179
172	128	13	143
172	121	13	77
172	123	13	170
176	121	7	77
179	127	14	177
178	124	3	253
173	124	7	248
176	121	5	86
178	123	13	115
173	122	10	104
176	120	8	206
178	124	6	211
177	122	9	232
178	121	8	16
174	124	8	5
172	124	7	98
179	121	14	224
176	123	15	181
172	124	10	215
172	127	14	93
171	120	3	228
172	125	11	89
174	123	15	78
178	120	7	233
171	120	8	159
175	120	14	194
173	124	3	244
179	120	7	9
177	122	8	36
178	122	6	218
176	125	10	232
171	127	5	169
174	127	15	83
175	128	11	125
175	125	7	244
179	127	5	126
176	127	14	23
175	126	4	155
174	121	14	191
179	123	5	32
172	125	13	234
174	125	5	169
174	120	9	161
179	128	10	128
174	126	12	147
178	121	13	225
177	127	7	137
179	126	15	133
178	120	11	143
177	127	12	250
172	127	14	246
172	122	5	68
171	123	8	7
172	127	5	134
176	126	5	50
178	123	15	103
171	126	6	196
179	128	3	33
172	127	12	88
177	128	11	219
178	123	11	73
179	121	13	62
174	128	15	9
176	128	10	45
171	120	13	207
175	121	10	82
179	121	14	121
172	123	4	182
176	128	7	45
176	121	4	204
176	123	9	200
174	128	10	44
176	121	13	163
177	124	5	234
171	123	10	170
175	128	9	105
179	128	10	131
173	127	12	17
179	126	5	70
178	127	9	15
171	120	13	19
176	127	12	218
175	123	12	8
176	126	8	67
171	122	14	4
174	123	5	125
173	121	14	8
174	123	14	251
172	128	9	136
175	127	10	230
175	128	10	166
177	123	8	220
176	126	11	72
172	123	3	27
177	127	3	92
174	120	12	161
176	127	11	62
173	128	6	230
178	121	15	90
176	122	9	162
175	122	13	171
177	121	6	14
179	126	4	254
175	123	8	53
176	121	13	197
174	120	15	246
176	121	6	79
171	122	11	48
173	120	3	82
177	122	8	47
179	126	9	106
172	122	6	142
177	120	10	141
176	124	9	225
175	122	12	48
173	123	5	1
173	120	12	99
175	120	7	224
176	128	3	126
174	128	7	125
177	120	7	2
178	120	7	208
172	124	10	66
179	123	10	78
173	122	15	64
176	123	11	155
177	122	13	7
173	126	5	3
175	127	11	104
179	126	14	90
176	128	8	237
179	121	9	107
173	121	3	224
179	125	13	67
171	120	6	253
176	120	14	78
178	124	11	151
171	127	5	224
174	124	14	219
178	122	8	182
178	125	11	105
173	123	9	62
173	128	5	163
175	124	6	122
173	126	5	39
177	127	4	43
174	120	11	190
179	127	4	160
176	126	14	221
177	125	10	84
176	125	14	154
174	123	4	31
172	123	12	113
172	121	11	158
178	121	15	179
175	122	5	217
179	125	12	75
176	126	6	65
172	124	13	242
171	121	14	226
178	128	5	30
178	125	14	10
172	122	12	135
172	128	4	208
172	120	7	224
174	126	12	58
176	120	8	238
177	122	9	151
179	122	3	145
177	121	6	102
177	121	13	247
178	120	15	111
174	127	11	169
173	127	15	203
178	125	12	211
172	124	15	243
178	126	3	9
175	125	11	50
171	124	13	196
172	128	9	172
177	122	11	122
179	127	4	22
175	120	5	92
179	125	4	114
172	121	12	232
176	120	15	139
176	122	3	216
178	120	14	197
176	127	13	54
177	126	15	208
176	128	14	78
178	122	12	201
174	124	13	221
178	128	11	154
175	124	6	132
173	126	7	69
171	124	4	52
172	122	11	111
171	124	12	129
172	122	7	43
179	122	4	98
176	128	8	76
179	121	9	60
172	126	10	62
172	128	9	23
174	125	4	61
175	123	14	125
178	123	11	221
173	122	14	70
173	128	12	167
172	125	7	148
176	120	5	2
171	125	11	51
175	128	11	127
179	120	13	99
177	126	10	32
173	125	12	53
172	125	11	54
176	123	9	81
172	121	5	3
175	128	15	203
178	122	10	218
171	121	11	181
176	128	13	0
179	124	6	14
176	127	8	73
174	127	4	116
172	126	3	41
173	128	5	78
177	123	5	189
171	122	15	83
171	127	8	254
173	121	10	225
172	128	3	55
176	124	12	201
171	123	11	205
174	122	15	11
177	123	6	52
171	127	6	250
171	121	6	197
177	121	15	203
171	122	7	90
174	128	12	100
172	127	6	142
176	122	10	26
179	122	14	68
177	120	7	163
175	122	14	120
172	124	12	142
174	123	10	110
177	124	11	243
176	125	4	118
171	121	15	141
174	123	14	60
177	124	9	48
175	128	15	163
172	128	3	84
179	120	6	81
178	127	3	105
175	125	9	1
171	120	14	68
173	125	3	130
178	128	3	188
174	128	15	11
173	127	6	56
175	127	13	46
176	121	5	254
177	121	14	226
174	122	6	249
179	126	9	180
178	127	9	186
178	121	12	10
179	127	7	199
175	127	7	64
177	121	6	224
175	121	13	95
175	121	14	223
177	121	12	42
174	120	13	240
179	128	12	94
176	123	3	226
172	125	14	173
175	126	6	190
172	123	13	200
177	127	12	123
172	122	9	5
172	128	7	161
171	123	10	231
176	128	11	115
177	125	5	190
178	127	10	157
179	127	4	99
179	122	11	144
177	121	12	200
173	120	15	137
172	127	8	87
175	123	5	104
177	124	9	17
173	125	9	112
179	128	3	222
178	123	9	57
179	125	10	87
179	127	13	222
179	122	6	6
179	126	8	76
172	122	13	101
174	122	15	39
178	125	10	33
171	123	4	140
175	125	10	66
173	126	14	75
176	128	8	115
171	123	13	65
178	126	8	213
174	123	12	219
173	121	11	120
176	128	12	164
177	123	12	217
174	124	12	106
179	127	4	14
177	124	11	217
179	124	3	6
171	120	11	70
178	128	5	93
174	124	7	107
176	123	5	97
176	128	3	133
179	125	9	232
177	123	7	200
175	125	12	61
179	125	12	140
176	121	12	209
177	121	6	108
175	126	3	69
173	120	6	4
171	128	5	10
176	122	10	126
173	124	13	30
172	122	5	6
177	127	4	121
176	122	15	201
174	121	14	21
172	120	5	12
174	121	13	123
173	124	12	129
177	125	14	39
173	122	4	251
179	128	13	243
173	124	5	16
174	128	7	188
176	121	8	231
178	125	3	47
175	125	10	57
178	121	9	149
176	122	9	45
173	128	9	240
172	127	7	243
172	124	14	136
173	128	8	23
171	121	4	153
173	121	4	140
179	126	13	227
174	122	7	40
179	123	7	157
173	128	13	176
176	127	6	124
177	122	13	96
178	128	4	10
178	126	8	197
177	127	14	51
173	123	11	103
178	122	9	68
177	120	14	0
171	126	15	224
177	120	7	15
174	127	15	51
174	120	8	230
176	125	15	14
172	123	6	3
174	121	6	177
171	120	5	12
173	122	10	28
177	120	10	144
171	121	11	164
179	127	15	71
175	120	8	235
172	124	15	25
179	125	5	188
179	120	15	115
176	127	10	249
174	124	10	152
179	121	7	181
172	125	9	157
175	122	11	230
172	128	13	166
178	120	12	34
178	126	5	102
171	126	13	199
171	126	3	195
173	126	15	48
176	121	14	8
175	124	5	173
174	125	4	62
179	128	9	116
176	120	13	207
175	126	7	32
178	128	13	30
176	128	4	84
178	120	11	64
172	121	3	239
178	120	12	116
172	126	7	117
179	128	7	211
173	126	10	228
175	126	15	87
179	127	15	18
174	128	5	130
173	124	14	52
179	128	7	251
178	122	4	186
173	125	4	151
173	122	9	243
178	123	11	145
179	128	10	212
178	128	14	85
178	128	9	179
176	127	3	83
177	128	4	43
175	121	13	111
179	124	4	243
176	122	14	134
173	126	6	153
171	126	4	165
179	122	10	2
175	127	11	229
175	127	3	179
171	122	3	221
175	121	15	27
179	122	14	244
172	122	11	125
175	125	10	149
177	120	6	33
171	121	15	31
178	122	4	225
175	125	6	142
174	120	15	1
171	120	4	224
178	121	6	3
178	120	14	192
178	121	9	159
178	121	6	173
175	125	12	133
174	125	8	48
175	120	14	219
174	127	12	195
172	127	4	172
179	124	7	11
177	125	15	50
172	127	10	221
175	128	12	133
173	123	12	128
177	128	12	139
178	122	14	174
171	122	11	107
175	124	15	141
171	128	6	107
179	127	14	249
175	121	10	152
175	120	8	110
172	120	12	100
174	123	3	237
175	126	8	217
176	123	15	208
177	124	13	194
171	122	15	162
179	123	6	174
175	126	3	64
177	128	5	25
173	126	7	81
175	123	6	177
173	122	10	16
178	126	13	82
172	127	13	64
175	126	4	212
171	122	12	246
175	120	10	88
175	122	6	249
173	127	3	205
175	120	7	222
179	126	5	91
175	128	5	91
172	123	6	237
173	125	11	39
177	121	4	18
173	120	9	62
178	127	6	140
174	122	8	59
172	128	9	10
179	124	14	143
174	125	5	99
171	128	10	141
179	121	4	130
178	127	11	133
171	127	12	177
176	122	9	110
177	126	15	33
178	125	12	163
176	124	7	112
179	127	15	138
171	122	8	240
173	124	14	181
176	124	3	130
